time,lon,lat,rcp26_rx1day_p10,rcp26_rx1day_p50,rcp26_rx1day_p90,rcp45_rx1day_p10,rcp45_rx1day_p50,rcp45_rx1day_p90,rcp85_rx1day_p10,rcp85_rx1day_p50,rcp85_rx1day_p90
1999-01-01,-116.79,58.46,12.86,21.20,38.05,13.01,21.20,39.20,13.10,20.87,39.20
2000-01-01,-116.79,58.46,15.04,22.77,39.72,15.11,22.86,40.09,14.90,22.77,41.21
2001-01-01,-116.79,58.46,14.36,22.54,36.52,14.39,22.55,36.43,14.36,22.56,36.52
2002-01-01,-116.79,58.46,15.97,22.57,33.81,16.64,22.91,33.81,16.22,22.67,33.81
2003-01-01,-116.79,58.46,14.86,23.04,48.31,14.92,23.25,48.03,15.38,22.98,47.84
2004-01-01,-116.79,58.46,15.58,29.69,43.98,15.29,30.40,42.69,15.38,29.77,44.11
2005-01-01,-116.79,58.46,14.75,29.22,52.98,14.54,29.29,52.27,15.25,29.74,53.45
2006-01-01,-116.79,58.46,14.77,27.38,49.72,12.16,21.04,43.20,14.98,26.76,36.15
2007-01-01,-116.79,58.46,14.99,22.77,41.57,14.35,25.85,35.37,11.90,24.61,46.86
2008-01-01,-116.79,58.46,15.46,22.78,44.30,16.01,29.03,45.08,15.31,23.51,41.33
2009-01-01,-116.79,58.46,18.19,26.63,57.44,11.99,21.42,31.91,14.75,20.81,40.24
2010-01-01,-116.79,58.46,14.00,23.38,42.92,15.84,23.82,37.37,15.46,23.01,35.55
2011-01-01,-116.79,58.46,16.96,21.58,48.54,16.16,25.27,44.11,16.57,22.66,46.09
2012-01-01,-116.79,58.46,17.81,26.23,44.11,13.44,21.92,32.02,13.76,22.82,43.88
2013-01-01,-116.79,58.46,14.86,24.65,35.43,13.23,19.89,39.42,11.67,22.76,42.47
2014-01-01,-116.79,58.46,10.76,23.25,44.13,15.80,21.91,32.52,13.17,23.08,47.35
2015-01-01,-116.79,58.46,15.02,23.66,39.88,14.37,25.44,34.91,14.22,19.87,35.65
2016-01-01,-116.79,58.46,15.06,24.27,40.39,14.37,24.21,41.08,16.84,26.74,47.04
2017-01-01,-116.79,58.46,16.92,21.28,38.69,14.16,20.17,30.78,12.57,20.09,52.58
2018-01-01,-116.79,58.46,16.62,25.67,37.70,14.57,20.71,32.70,12.75,21.11,31.47
2019-01-01,-116.79,58.46,16.32,26.44,51.06,16.83,26.52,57.38,11.81,22.06,33.94
2020-01-01,-116.79,58.46,17.70,25.24,44.18,12.74,21.97,46.64,15.07,30.73,51.45
2021-01-01,-116.79,58.46,14.93,24.80,55.27,14.53,22.17,43.44,15.89,21.16,38.42
2022-01-01,-116.79,58.46,13.47,24.43,32.64,13.20,22.02,44.82,15.42,25.38,33.38
2023-01-01,-116.79,58.46,16.89,25.40,45.12,16.24,21.67,41.13,12.87,22.67,34.27
2024-01-01,-116.79,58.46,14.05,24.44,36.57,15.89,23.07,37.72,14.63,25.64,41.75
2025-01-01,-116.79,58.46,15.62,20.01,33.81,14.28,23.00,46.85,15.66,26.03,40.92
2026-01-01,-116.79,58.46,15.27,22.97,31.97,18.35,29.39,45.22,17.27,27.49,32.18
2027-01-01,-116.79,58.46,18.78,26.45,55.36,17.45,33.80,55.05,13.80,26.00,45.05
2028-01-01,-116.79,58.46,15.96,23.69,34.03,13.71,25.53,37.53,13.89,25.81,43.76
2029-01-01,-116.79,58.46,16.46,26.70,45.78,14.33,22.05,35.29,16.85,27.06,45.05
2030-01-01,-116.79,58.46,14.20,26.09,43.93,15.95,23.80,42.42,12.79,23.10,36.11
2031-01-01,-116.79,58.46,16.23,22.85,44.16,15.16,24.35,49.04,15.25,25.84,50.73
2032-01-01,-116.79,58.46,16.20,25.93,51.73,16.78,23.69,48.74,17.14,24.39,46.79
2033-01-01,-116.79,58.46,13.53,27.22,40.54,14.53,23.22,34.76,14.22,21.41,30.14
2034-01-01,-116.79,58.46,14.19,20.43,46.81,15.80,24.29,49.26,12.50,26.31,41.74
2035-01-01,-116.79,58.46,19.11,27.32,51.39,17.87,24.77,47.52,12.76,23.91,43.70
2036-01-01,-116.79,58.46,18.06,27.89,38.85,17.42,26.21,37.67,13.02,25.17,42.72
2037-01-01,-116.79,58.46,15.69,29.43,43.59,17.97,27.90,34.27,14.87,23.65,44.58
2038-01-01,-116.79,58.46,15.77,24.18,44.69,18.28,26.56,41.03,13.04,29.34,38.83
2039-01-01,-116.79,58.46,14.14,21.42,43.65,15.44,27.87,44.01,13.69,26.12,48.72
2040-01-01,-116.79,58.46,14.02,28.31,48.80,16.96,21.81,37.64,18.30,24.84,40.18
2041-01-01,-116.79,58.46,15.41,24.21,45.98,13.27,24.63,36.67,13.77,26.00,37.95
2042-01-01,-116.79,58.46,16.30,23.99,39.38,15.33,24.71,52.00,15.62,26.01,46.12
2043-01-01,-116.79,58.46,18.65,24.09,47.13,15.77,21.72,34.97,15.60,22.09,37.29
2044-01-01,-116.79,58.46,16.16,26.31,41.86,14.25,22.86,40.28,15.90,25.81,38.47
2045-01-01,-116.79,58.46,14.87,25.09,69.82,13.90,22.04,39.10,17.22,23.24,49.18
2046-01-01,-116.79,58.46,16.02,26.51,46.18,14.52,26.46,43.47,14.16,21.63,45.76
2047-01-01,-116.79,58.46,10.80,20.37,35.62,12.02,18.90,38.42,13.97,22.24,42.07
2048-01-01,-116.79,58.46,14.83,23.24,40.17,15.88,26.11,50.19,15.06,30.07,48.30
2049-01-01,-116.79,58.46,15.99,26.43,44.65,13.55,22.34,55.12,15.17,23.94,42.13
2050-01-01,-116.79,58.46,12.27,23.99,45.81,12.94,22.14,36.83,13.22,24.65,40.37
2051-01-01,-116.79,58.46,15.95,24.00,47.99,15.46,29.16,51.20,12.98,24.07,44.48
2052-01-01,-116.79,58.46,16.32,25.26,47.33,13.65,22.60,42.22,13.85,24.44,42.43
2053-01-01,-116.79,58.46,20.34,28.74,47.57,15.89,28.12,46.92,14.45,23.47,40.86
2054-01-01,-116.79,58.46,17.26,29.69,49.84,18.22,25.50,48.54,12.51,21.71,42.73
2055-01-01,-116.79,58.46,16.23,22.94,53.15,12.05,19.87,42.23,14.10,23.46,47.61
2056-01-01,-116.79,58.46,15.81,28.99,36.59,13.35,26.81,51.87,14.84,29.32,42.21
2057-01-01,-116.79,58.46,14.66,20.45,39.82,14.24,21.17,48.77,14.09,23.10,45.25
2058-01-01,-116.79,58.46,15.53,26.05,42.81,16.68,20.95,45.88,16.83,26.01,47.26
2059-01-01,-116.79,58.46,16.70,25.17,34.65,15.36,31.01,56.40,19.27,26.72,55.63
2060-01-01,-116.79,58.46,17.19,22.31,37.09,15.08,22.22,37.69,13.01,22.39,40.05
2061-01-01,-116.79,58.46,13.89,22.99,39.79,14.58,20.98,34.83,14.44,21.26,50.28
2062-01-01,-116.79,58.46,19.77,29.80,47.97,18.04,30.22,52.51,19.51,23.63,50.73
2063-01-01,-116.79,58.46,15.88,26.54,35.66,14.32,19.45,36.13,15.63,24.66,44.76
2064-01-01,-116.79,58.46,18.51,28.99,49.97,18.05,26.26,37.29,17.74,32.32,47.79
2065-01-01,-116.79,58.46,17.34,28.94,44.95,15.40,26.20,54.76,14.30,27.45,45.31
2066-01-01,-116.79,58.46,15.52,22.18,36.34,13.71,23.11,45.57,17.75,28.02,51.28
2067-01-01,-116.79,58.46,13.70,20.74,38.82,14.50,22.24,31.09,15.55,24.62,30.58
2068-01-01,-116.79,58.46,14.19,21.12,28.22,17.26,23.27,43.74,17.27,27.57,52.61
2069-01-01,-116.79,58.46,14.90,22.67,41.25,16.25,25.37,46.59,15.87,27.72,49.34
2070-01-01,-116.79,58.46,16.78,25.37,37.83,17.30,29.40,51.52,18.26,27.75,46.77
2071-01-01,-116.79,58.46,14.05,28.24,51.24,12.44,26.50,44.45,13.91,21.79,41.07
2072-01-01,-116.79,58.46,12.96,25.53,51.61,16.02,27.28,44.22,18.37,25.14,42.88
2073-01-01,-116.79,58.46,20.01,27.61,45.30,16.41,25.18,42.84,18.39,27.47,42.03
2074-01-01,-116.79,58.46,14.62,25.56,53.52,15.57,26.17,53.99,16.28,25.05,42.64
2075-01-01,-116.79,58.46,13.45,23.96,40.86,15.10,18.88,41.70,15.70,25.52,44.31
2076-01-01,-116.79,58.46,17.82,25.85,35.74,14.48,23.96,50.59,16.47,28.96,38.42
2077-01-01,-116.79,58.46,11.61,21.17,39.27,17.95,22.66,53.10,12.72,23.29,33.41
2078-01-01,-116.79,58.46,15.72,29.74,48.76,15.51,21.26,52.53,18.13,26.87,43.62
2079-01-01,-116.79,58.46,12.54,22.97,45.33,17.45,24.91,52.19,14.39,28.31,41.39
2080-01-01,-116.79,58.46,16.02,22.96,48.19,18.06,31.10,49.15,14.28,24.04,39.95
2081-01-01,-116.79,58.46,15.41,21.76,38.21,15.56,24.37,47.71,14.44,23.43,42.07
2082-01-01,-116.79,58.46,10.85,26.81,48.97,17.65,27.15,53.54,20.59,26.65,45.19
2083-01-01,-116.79,58.46,13.63,21.99,33.53,15.41,25.47,39.45,14.58,25.59,52.83
2084-01-01,-116.79,58.46,16.58,31.13,45.84,15.44,23.96,45.38,21.01,26.53,51.74
2085-01-01,-116.79,58.46,16.05,23.81,45.25,17.87,24.32,43.31,18.36,26.98,51.83
2086-01-01,-116.79,58.46,15.68,27.68,41.61,16.09,21.50,32.91,19.09,26.90,41.42
2087-01-01,-116.79,58.46,14.38,26.83,41.30,15.15,24.77,41.30,21.51,28.75,39.79
2088-01-01,-116.79,58.46,14.92,22.72,46.43,14.57,26.50,35.75,14.00,26.11,44.31
2089-01-01,-116.79,58.46,14.78,27.19,46.65,14.59,23.91,36.64,12.59,25.46,37.62
2090-01-01,-116.79,58.46,14.87,25.34,49.44,15.43,26.07,42.93,17.55,23.38,42.40
2091-01-01,-116.79,58.46,16.11,21.97,42.54,18.04,25.81,65.36,17.46,25.10,44.30
2092-01-01,-116.79,58.46,13.96,24.41,54.86,15.35,18.90,44.09,20.12,25.84,41.09
2093-01-01,-116.79,58.46,16.09,25.59,49.37,14.28,24.02,45.52,13.90,22.74,41.75
2094-01-01,-116.79,58.46,13.18,24.73,40.66,18.00,22.23,41.93,19.86,26.07,49.30
2095-01-01,-116.79,58.46,13.55,24.71,51.85,13.71,21.25,38.37,18.10,26.59,47.25
2096-01-01,-116.79,58.46,15.59,23.11,40.53,13.77,29.04,49.64,17.67,24.84,34.54
2097-01-01,-116.79,58.46,14.86,22.86,37.71,16.68,28.88,45.74,15.26,28.35,50.67
2098-01-01,-116.79,58.46,13.33,21.12,31.22,14.66,27.19,49.87,16.40,28.85,61.66
2099-01-01,-116.79,58.46,14.91,23.45,35.14,14.61,20.58,30.15,19.46,24.76,37.21
2100-01-01,-116.79,58.46,15.20,24.76,42.86,14.68,24.34,33.36,16.16,24.26,45.92
1950-01-01,-115.38,58.46,14.90,22.02,40.50,14.63,22.50,40.50,14.77,22.49,40.50
1951-01-01,-115.38,58.46,11.54,18.91,33.82,11.40,19.21,33.82,11.26,19.21,33.82
1952-01-01,-115.38,58.46,13.94,21.92,35.67,14.03,21.92,35.76,14.02,21.92,35.76
1953-01-01,-115.38,58.46,14.56,21.06,33.47,15.21,21.10,33.47,14.88,20.80,33.47
1954-01-01,-115.38,58.46,14.95,21.30,29.64,14.97,21.30,29.29,15.57,21.30,29.29
1955-01-01,-115.38,58.46,11.73,18.55,31.37,11.87,18.52,30.87,11.93,18.45,32.27
1956-01-01,-115.38,58.46,15.71,23.28,33.59,15.65,23.28,33.59,15.65,23.28,33.59
1957-01-01,-115.38,58.46,11.39,21.80,34.45,11.68,21.80,35.24,11.89,21.80,35.24
1958-01-01,-115.38,58.46,16.84,24.97,31.74,16.90,25.29,31.53,16.76,25.29,31.29
1959-01-01,-115.38,58.46,15.90,23.74,33.17,17.37,23.74,33.17,15.69,23.74,33.17
1960-01-01,-115.38,58.46,14.48,25.61,30.85,14.48,25.63,30.85,14.48,25.52,30.85
1961-01-01,-115.38,58.46,12.47,21.89,30.67,12.47,22.65,30.67,12.47,22.65,30.67
1962-01-01,-115.38,58.46,15.06,21.93,29.39,15.06,22.04,29.16,15.45,22.04,29.16
1963-01-01,-115.38,58.46,12.40,19.46,34.78,12.40,19.46,35.91,12.40,19.46,35.98
1964-01-01,-115.38,58.46,13.14,20.12,30.01,13.14,20.52,30.01,13.14,20.66,30.01
1965-01-01,-115.38,58.46,16.05,26.06,33.98,15.81,26.06,33.98,16.08,26.06,33.98
1966-01-01,-115.38,58.46,12.18,23.60,33.47,12.18,23.61,33.52,12.18,23.60,33.30
1967-01-01,-115.38,58.46,14.02,19.04,30.43,14.84,19.04,30.43,14.40,19.04,30.43
1968-01-01,-115.38,58.46,13.15,20.53,34.05,13.15,20.50,34.05,13.15,20.50,34.05
1969-01-01,-115.38,58.46,14.53,19.35,32.52,14.39,19.51,32.59,13.89,19.51,32.59
1970-01-01,-115.38,58.46,11.89,21.44,34.01,11.87,21.50,34.01,11.67,21.51,34.01
1971-01-01,-115.38,58.46,16.19,22.70,33.56,16.16,22.69,33.06,16.78,22.56,33.06
1972-01-01,-115.38,58.46,12.48,19.67,30.74,12.51,19.86,30.74,12.69,19.42,30.74
1973-01-01,-115.38,58.46,17.88,25.27,31.42,17.91,25.24,31.42,17.91,24.87,31.42
1974-01-01,-115.38,58.46,13.44,19.60,27.34,13.43,19.58,27.34,13.34,19.58,27.34
1975-01-01,-115.38,58.46,10.74,21.47,30.40,10.74,21.86,29.67,10.74,22.25,29.79
1976-01-01,-115.38,58.46,13.98,23.66,32.36,13.97,22.74,32.38,13.86,22.74,32.50
1977-01-01,-115.38,58.46,12.32,23.36,36.81,12.32,23.83,36.97,12.32,23.97,34.44
1978-01-01,-115.38,58.46,11.88,17.42,28.21,11.50,17.48,28.21,11.44,17.08,28.21
1979-01-01,-115.38,58.46,17.41,26.72,39.81,17.66,26.72,39.89,17.65,26.72,39.93
1980-01-01,-115.38,58.46,12.11,20.86,28.87,12.28,20.72,28.84,12.16,20.85,29.04
1981-01-01,-115.38,58.46,11.91,20.96,27.63,12.10,20.18,28.00,12.07,20.14,28.65
1982-01-01,-115.38,58.46,12.13,22.59,33.81,12.54,22.52,34.99,12.49,22.52,33.82
1983-01-01,-115.38,58.46,13.05,22.02,32.63,12.59,20.95,33.26,12.58,21.90,32.23
1984-01-01,-115.38,58.46,15.32,25.40,33.37,15.16,24.56,33.25,15.08,25.02,33.70
1985-01-01,-115.38,58.46,11.21,18.90,32.50,11.23,18.53,33.04,11.20,18.81,32.98
1986-01-01,-115.38,58.46,14.28,19.35,31.25,14.59,20.17,30.67,14.59,20.26,31.40
1987-01-01,-115.38,58.46,13.14,18.16,37.90,12.94,18.49,36.72,13.20,18.71,35.94
1988-01-01,-115.38,58.46,13.13,20.32,34.01,13.06,20.48,34.11,13.10,20.26,36.02
1989-01-01,-115.38,58.46,12.48,19.82,46.28,12.44,19.77,46.22,12.43,20.55,46.08
1990-01-01,-115.38,58.46,13.99,22.71,33.22,14.18,23.50,33.52,14.13,24.15,33.09
1991-01-01,-115.38,58.46,13.44,20.78,39.46,13.24,21.92,39.34,13.24,21.08,39.40
1992-01-01,-115.38,58.46,12.26,17.30,33.74,12.18,16.96,33.74,12.25,17.76,33.34
1993-01-01,-115.38,58.46,13.78,20.30,39.70,13.61,20.17,39.05,13.72,20.14,39.20
1994-01-01,-115.38,58.46,15.62,21.67,32.26,15.78,21.72,32.26,15.43,21.39,31.15
1995-01-01,-115.38,58.46,15.42,22.74,32.74,14.50,22.66,33.52,15.48,23.77,33.48
1996-01-01,-115.38,58.46,13.47,21.91,34.19,13.37,21.91,33.89,13.44,21.96,33.79
1997-01-01,-115.38,58.46,12.13,24.12,37.68,12.21,23.87,37.67,12.35,24.18,37.91
1998-01-01,-115.38,58.46,16.38,27.64,39.70,16.15,27.91,40.04,16.16,27.74,38.30
1999-01-01,-115.38,58.46,12.34,23.93,37.57,12.36,24.92,38.30,11.90,24.85,38.30
2000-01-01,-115.38,58.46,12.73,20.26,33.05,12.56,20.50,32.44,12.52,20.62,33.09
2001-01-01,-115.38,58.46,13.69,22.77,33.29,13.71,22.15,33.26,13.65,22.63,32.89
2002-01-01,-115.38,58.46,14.93,21.20,31.68,15.20,20.98,31.85,15.36,20.77,31.69
2003-01-01,-115.38,58.46,15.98,19.80,42.22,16.15,19.92,42.22,16.02,20.17,42.22
2004-01-01,-115.38,58.46,16.06,26.01,39.52,15.96,26.70,40.16,16.15,26.48,40.48
2005-01-01,-115.38,58.46,13.13,25.69,41.96,13.18,26.14,48.54,13.15,25.44,48.54
2006-01-01,-115.38,58.46,14.87,24.62,42.46,13.52,19.02,33.14,13.82,24.99,31.87
2007-01-01,-115.38,58.46,15.23,20.24,34.02,11.16,23.36,31.35,13.01,19.76,37.92
2008-01-01,-115.38,58.46,15.90,22.61,34.12,16.95,28.54,38.57,14.18,20.84,29.36
2009-01-01,-115.38,58.46,17.22,25.18,45.67,12.41,23.60,31.23,13.58,21.82,30.44
2010-01-01,-115.38,58.46,15.85,23.11,34.08,13.97,23.83,39.86,14.89,23.52,31.35
2011-01-01,-115.38,58.46,14.57,23.43,34.92,15.95,23.44,37.02,13.67,22.13,34.80
2012-01-01,-115.38,58.46,16.87,23.19,41.26,12.72,23.38,36.10,11.34,23.94,44.73
2013-01-01,-115.38,58.46,14.23,23.54,35.75,14.77,19.84,37.43,12.97,21.67,35.16
2014-01-01,-115.38,58.46,14.45,23.77,34.95,14.32,21.75,33.04,13.41,21.77,37.68
2015-01-01,-115.38,58.46,14.07,22.27,31.26,13.59,23.18,38.46,14.17,19.71,35.52
2016-01-01,-115.38,58.46,14.44,19.43,38.07,14.33,23.57,37.54,15.41,27.09,40.09
2017-01-01,-115.38,58.46,14.47,21.45,34.15,14.12,20.53,30.69,13.42,19.27,39.59
2018-01-01,-115.38,58.46,14.70,24.92,40.00,14.87,20.89,33.32,13.29,19.38,26.23
2019-01-01,-115.38,58.46,15.59,21.96,32.35,13.41,26.17,39.74,11.41,20.53,30.91
2020-01-01,-115.38,58.46,15.02,22.99,38.30,12.26,23.39,36.80,16.36,24.28,45.27
2021-01-01,-115.38,58.46,13.02,21.73,49.92,12.41,21.69,36.05,13.66,22.83,34.04
2022-01-01,-115.38,58.46,13.73,22.89,32.93,13.10,21.95,33.59,15.22,24.62,34.55
2023-01-01,-115.38,58.46,14.32,23.91,36.65,14.48,24.58,30.42,16.32,22.60,31.95
2024-01-01,-115.38,58.46,14.10,26.32,35.16,13.22,23.82,31.47,14.27,24.52,34.05
2025-01-01,-115.38,58.46,12.73,21.36,31.37,13.61,21.57,38.45,13.81,21.80,35.90
2026-01-01,-115.38,58.46,12.80,23.39,29.14,19.38,26.87,39.19,16.24,25.10,34.21
2027-01-01,-115.38,58.46,16.05,22.27,43.72,16.15,30.81,45.27,14.22,24.90,36.95
2028-01-01,-115.38,58.46,14.71,24.74,33.41,15.88,21.41,35.07,12.16,24.76,35.59
2029-01-01,-115.38,58.46,17.37,23.66,39.15,13.96,19.45,31.16,15.98,23.88,46.85
2030-01-01,-115.38,58.46,15.60,27.01,35.92,15.84,25.73,35.76,12.61,19.15,33.92
2031-01-01,-115.38,58.46,14.65,22.61,33.90,13.03,26.11,34.72,18.34,25.21,40.08
2032-01-01,-115.38,58.46,14.18,23.96,33.49,14.33,23.92,45.45,15.14,21.26,37.48
2033-01-01,-115.38,58.46,14.51,24.54,33.90,12.00,24.74,36.84,13.07,22.29,28.77
2034-01-01,-115.38,58.46,11.97,22.47,44.23,14.93,21.69,35.16,12.01,25.13,39.07
2035-01-01,-115.38,58.46,14.59,24.24,37.11,14.52,25.51,44.27,12.08,22.93,35.23
2036-01-01,-115.38,58.46,14.19,24.37,38.58,17.97,25.51,36.65,13.04,26.42,34.57
2037-01-01,-115.38,58.46,17.19,27.70,43.13,15.87,22.85,33.17,16.04,23.60,40.64
2038-01-01,-115.38,58.46,15.43,24.46,40.40,16.52,23.49,38.01,15.63,23.91,35.82
2039-01-01,-115.38,58.46,13.26,20.78,34.33,14.23,25.64,35.46,15.38,25.55,39.57
2040-01-01,-115.38,58.46,13.75,25.36,45.59,14.21,21.78,36.27,15.70,23.58,32.81
2041-01-01,-115.38,58.46,15.35,23.76,39.83,13.01,23.39,34.33,14.39,24.65,34.02
2042-01-01,-115.38,58.46,13.19,22.64,32.99,13.90,23.06,39.16,17.59,25.26,35.43
2043-01-01,-115.38,58.46,16.92,25.15,38.67,13.74,21.75,33.74,14.67,21.23,31.33
2044-01-01,-115.38,58.46,14.00,21.89,40.93,12.92,19.48,37.48,15.31,24.50,32.05
2045-01-01,-115.38,58.46,12.40,25.95,51.61,13.44,25.45,39.80,15.18,26.56,35.77
2046-01-01,-115.38,58.46,13.11,24.64,41.65,13.85,22.84,35.86,14.19,22.05,39.77
2047-01-01,-115.38,58.46,10.30,19.84,29.26,12.66,20.26,35.93,12.70,24.05,42.99
2048-01-01,-115.38,58.46,13.86,22.00,38.38,12.95,22.44,37.33,13.01,26.89,38.68
2049-01-01,-115.38,58.46,16.95,24.89,39.07,12.97,22.83,47.44,14.13,24.44,36.79
2050-01-01,-115.38,58.46,13.16,23.19,37.95,12.95,19.71,31.58,11.37,23.16,36.32
2051-01-01,-115.38,58.46,15.75,24.11,40.75,14.78,25.90,40.91,14.39,25.20,35.39
2052-01-01,-115.38,58.46,13.47,24.12,39.92,15.49,24.24,34.93,14.64,23.93,34.23
2053-01-01,-115.38,58.46,16.58,25.23,40.93,16.76,24.95,34.99,15.54,22.13,31.85
2054-01-01,-115.38,58.46,17.08,25.86,45.88,14.86,23.95,36.92,11.83,22.89,35.20
2055-01-01,-115.38,58.46,15.81,22.67,32.92,11.90,20.04,35.15,12.75,21.96,35.33
2056-01-01,-115.38,58.46,15.31,23.82,35.93,15.18,25.46,49.37,14.60,24.66,37.73
2057-01-01,-115.38,58.46,13.11,18.87,36.65,15.43,20.17,37.68,12.94,23.65,40.05
2058-01-01,-115.38,58.46,16.27,25.49,36.87,14.43,21.92,41.04,13.93,27.02,42.29
2059-01-01,-115.38,58.46,15.91,23.35,36.09,13.38,30.11,39.43,16.70,25.62,35.77
2060-01-01,-115.38,58.46,14.21,24.33,35.00,12.95,22.74,36.83,12.77,23.46,31.27
2061-01-01,-115.38,58.46,14.68,21.77,32.22,14.03,22.10,36.16,14.61,20.81,34.40
2062-01-01,-115.38,58.46,17.40,31.34,45.27,15.16,27.58,36.84,14.59,26.10,41.85
2063-01-01,-115.38,58.46,16.00,23.17,36.90,13.88,19.51,29.00,15.29,24.67,40.81
2064-01-01,-115.38,58.46,18.84,28.36,42.12,13.74,26.52,34.85,17.34,26.56,42.44
2065-01-01,-115.38,58.46,19.74,27.72,41.13,16.14,25.01,42.03,13.83,25.62,36.99
2066-01-01,-115.38,58.46,14.84,20.47,29.57,14.25,22.11,41.56,18.58,26.10,34.82
2067-01-01,-115.38,58.46,13.29,24.00,35.14,14.09,20.70,27.40,14.62,22.11,35.06
2068-01-01,-115.38,58.46,13.62,19.45,33.31,14.43,25.52,32.96,13.64,22.93,38.35
2069-01-01,-115.38,58.46,13.36,22.37,35.09,15.02,23.66,43.85,15.02,22.49,44.61
2070-01-01,-115.38,58.46,15.18,24.06,38.86,15.35,28.52,46.67,14.48,23.87,39.33
2071-01-01,-115.38,58.46,11.27,24.46,41.04,11.63,25.44,47.79,14.61,22.01,33.92
2072-01-01,-115.38,58.46,13.49,24.42,36.64,13.43,22.50,35.24,15.99,26.89,39.48
2073-01-01,-115.38,58.46,20.26,29.94,40.65,15.23,27.34,39.70,16.44,26.50,33.98
2074-01-01,-115.38,58.46,14.45,18.94,43.78,15.15,27.42,43.18,15.57,22.54,39.16
2075-01-01,-115.38,58.46,14.17,23.80,35.52,11.14,17.92,44.63,16.37,28.52,43.74
2076-01-01,-115.38,58.46,15.21,25.81,40.90,14.56,23.91,40.53,14.35,22.49,41.32
2077-01-01,-115.38,58.46,11.43,20.83,44.59,18.51,27.04,46.93,12.47,20.90,35.75
2078-01-01,-115.38,58.46,13.42,28.32,43.46,13.37,22.00,34.02,14.54,25.90,36.63
2079-01-01,-115.38,58.46,10.49,22.60,35.89,16.02,24.21,38.55,14.03,23.55,34.95
2080-01-01,-115.38,58.46,14.89,21.76,40.40,15.23,27.51,43.87,13.60,22.30,27.17
2081-01-01,-115.38,58.46,12.68,20.20,35.99,15.46,23.89,36.48,13.73,25.03,37.45
2082-01-01,-115.38,58.46,10.71,19.42,33.80,15.13,26.21,41.37,16.96,25.66,31.86
2083-01-01,-115.38,58.46,12.91,21.39,29.47,13.86,25.13,34.78,14.90,25.01,43.33
2084-01-01,-115.38,58.46,15.74,30.01,40.32,16.04,23.44,36.23,16.94,25.33,39.50
2085-01-01,-115.38,58.46,15.12,26.50,34.75,16.61,22.37,38.12,16.80,25.06,42.63
2086-01-01,-115.38,58.46,15.11,22.71,38.25,14.52,19.89,36.57,15.77,26.23,41.70
2087-01-01,-115.38,58.46,14.82,26.11,36.54,14.16,21.95,33.44,17.59,22.61,37.43
2088-01-01,-115.38,58.46,15.45,22.78,32.34,14.15,22.34,35.48,13.93,21.42,42.19
2089-01-01,-115.38,58.46,13.33,25.42,38.95,13.38,23.18,34.10,12.97,21.55,33.93
2090-01-01,-115.38,58.46,15.80,25.83,41.91,14.51,25.48,39.04,16.81,23.84,32.09
2091-01-01,-115.38,58.46,15.46,23.35,33.44,15.86,27.94,45.88,17.59,25.81,41.02
2092-01-01,-115.38,58.46,13.88,23.02,35.17,12.11,20.23,40.71,19.89,26.40,34.61
2093-01-01,-115.38,58.46,18.07,23.99,41.31,12.79,22.30,39.74,12.90,27.36,44.08
2094-01-01,-115.38,58.46,17.48,24.88,33.30,16.10,23.37,36.32,16.46,26.88,46.02
2095-01-01,-115.38,58.46,14.23,20.87,47.24,13.73,22.46,38.27,18.21,24.37,40.90
2096-01-01,-115.38,58.46,15.34,22.79,37.24,12.66,25.59,43.80,16.64,25.49,35.76
2097-01-01,-115.38,58.46,14.72,21.84,33.01,15.99,26.69,44.73,15.41,27.55,37.95
2098-01-01,-115.38,58.46,12.07,20.03,32.95,15.98,25.26,38.22,15.86,28.08,46.84
2099-01-01,-115.38,58.46,15.51,23.20,36.58,15.73,22.01,30.38,18.40,22.39,31.18
2100-01-01,-115.38,58.46,14.39,26.51,37.72,13.92,20.58,31.65,13.44,21.45,38.23
